pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,st_teff,st_rad,st_mass,sy_dist
K2-336 b,1.22,1.98,569.0,21.194733,5424.0,0.8,0.86,239.289
K2-343 c,2.02,4.74,465.0,7.676972,3804.0,0.46,0.49,166.169
K2-147 b,1.47286006,2.77,1077.0,0.961939,3672.0,0.573146,0.565606,90.5494
K2-260 b,18.41635529,546.66486004,2090.0,2.62669762,6475.0,1.69,1.39,663.834
WASP-172 b,17.59813,149.3801,1740.0,5.477433,6900.0,1.91,1.49,538.11
V1298 Tau c,5.59,76.27881768,968.0,8.24958,4941.0,1.407,1.135,108.199
K2-290 c,11.276254,246.00042,676.0,48.36685,6302.0,1.511,1.194,272.909
K2-294 b,1.66,3.39,1425.0,2.50387,5612.0,1.2,0.987,373.078
TOI-1753 b,2.47852533,16.6,1005.43,5.3846104,5621.0,0.9715,0.9483,226.671
CoRoT-18 b,14.68,1102.82,1550.0,1.9000693,5440.0,0.883,0.861,764.889
CoRoT-12 b,16.14,291.438,1442.0,2.828042,5675.0,1.046,1.078,1126.37
HAT-P-17 b,11.76945,184.3414,792.0,10.33852,5332.0,0.837,0.857,92.3831
Kepler-1129 c,2.73,7.9,503.0,76.5369586,5831.0,1.0,1.0,1183.88
Kepler-1464 c,1.0,0.972,1023.0,5.32786292,5828.0,1.01,1.02,1151.73
Kepler-151 b,3.06,9.59,639.0,15.228958,5460.0,0.83,0.87,649.919
Kepler-55 d,1.59,3.15,931.0,2.211099,4503.0,0.619,0.631,578.796
HATS-23 b,20.84874,467.2101,1654.0,2.1605156,5780.0,1.199,1.121,639.004
HAT-P-20 b,9.718,2302.899,970.0,2.875317,4595.0,0.694,0.756,71.0374
HATS-42 b,15.6926,597.5204,1856.0,2.292102,6060.0,1.48,1.273,800.377
HATS-40 b,17.71022,505.3497,2101.0,3.2642736,6460.0,2.26,1.561,1342.29
Kepler-1329 b,2.17,5.35,577.0,9.33646594,4500.0,0.69,0.72,588.037
GJ 876 b,13.3,723.2235,,61.1166,3293.74,0.3,0.32,4.67517
K2-34 b,13.75,539.67534,1687.0,2.9956348,6168.0,1.42,1.16,348.646
HD 191939 d,2.995,2.8,540.0,38.353037,5348.0,0.94,0.81,53.6089
KELT-7 b,17.9344,441.7837,2048.0,2.73477,6768.0,1.732,1.535,136.681
TOI-1659.01,2.255,5.71,1031.14,5.877556328,5977.0,1.00568,1.098,122.494
K2-18 b,2.37,8.92,284.0,32.939623,3457.0,0.444516,0.4951,38.0266
K2-266 e,2.73,14.3,490.1,19.482,4285.0,0.703,0.686,77.5586
K2-352 c,1.92,4.35,885.0,8.234885,5791.0,0.95,0.98,176.051
K2-198 c,1.423,2.61,1229.9,3.3596055,5212.9,0.757,0.799,110.567
K2-201 c,3.28568401,10.8,,22.779878,5507.0,0.878161,0.956055,197.932
K2-197 b,2.56,7.08,848.0,8.357881,5667.0,0.93,1.0,247.637
K2-273 b,3.05,9.53,849.0,11.7195663,5161.0,0.85,0.89,308.105
K2-276 b,3.77,13.7,583.0,18.718269,5139.0,0.85,0.82,488.152
K2-278 b,2.98,9.17,1711.0,3.334966,6747.0,1.61,1.4,786.439
K2-349 b,1.38,2.48,518.0,9.032178,4385.0,0.49,0.54,453.567
KMT-2022-BLG-0303L b,14.2,163.04597279,,,,,0.368,6570.0
TOI-4994 b,8.54124329,88.99195396,717.6,21.491984,5640.0,1.055,1.005,329.304
TOI-1798.01,2.448,6.5,734.31,8.021522331,5106.0,0.7911,0.8543,113.181
TOI-2384 b,11.48920522,624.85064816,889.7,2.13570304,3943.0,0.6113,0.635,191.51
K2-343 b,1.65,3.36,653.0,2.787174,3804.0,0.46,0.49,166.169
HD 81040 b,12.6,2393.24790471,,1004.7,5755.0,0.91,0.962,34.4341
TOI-2714 b,13.72,228.0,1603.0,2.499387,5665.0,1.25,1.07,597.873
K2-319 b,2.79,8.2,641.0,26.68,5440.0,0.898,0.954,209.071
TOI-4562 b,12.53,732.0,318.0,225.1064,6096.0,1.152,1.192,339.605
K2-326 b,2.28,5.82,1114.0,1.256,3924.0,0.688,0.507,282.308
K2-357 b,3.72,13.4,735.0,16.3488637,5794.0,1.0,0.98,517.687
K2-229 c,2.03,21.3,750.0,8.32727,5315.0,0.79,0.87,102.564
K2-233 c,1.281,12.81,790.0,7.06005,5033.0,0.71,0.79,67.5062
K2-238 b,14.5717,273.3338,1587.0,3.20466,5630.0,1.59,1.19,537.963
K2-289 b,9.1,61.0,753.0,13.156969,5529.0,1.025,0.953,274.3
TOI-2379 b,11.72459381,1830.69162432,624.0,5.4693827,3707.0,0.622,0.645,211.247
HIP 79431 b,13.4,667.415,,111.7,3191.0,0.478625,0.49,14.5324
HIP 105854 b,12.6,2606.1,,184.2,4780.0,10.305119,2.1,78.6381
HD 109833 c,2.59,7.22,756.7,13.900148,5881.0,1.0,1.08,79.5561
HD 7924 d,2.42,6.44,499.0,24.451,5075.0,0.7821,0.832,16.9922
HIP 109384 b,13.5,495.8148,,499.48,5180.0,0.831075,0.78,58.9582
K2-373 b,2.061,4.9,,11.02066,6138.0,1.486,1.158,229.567
HIP 5158 b,13.6,451.0,,345.72,4962.0,0.75,0.78,51.6026
HD 8574 b,13.4,645.1949,,227.0,6064.0,1.38,1.34,44.8264
HD 86950 b,13.0,1144.188,,1270.0,4805.0,8.8,1.66,209.839
HD 168863 b,12.7,2154.87659946,,14773.93272,4905.0,0.777826,0.8,39.8979
HD 181234 b,12.5,2980.91262925,,7593.40512,5386.0,1.059423,0.94,47.7458
HD 190228 b,12.9,1598.67688721,,1143.59858,5360.0,2.58658,1.415,62.7146
HD 90156 b,4.43,17.98,,49.77,5599.0,0.920286,0.84,21.9496
HD 95089 b,13.7,400.4658,,464.4,4918.0,5.08,1.54,136.957
TOI-1408 c,2.22,7.6,1864.0,2.1664,6117.0,1.53,1.312,139.484
G 9-40 b,1.9,4.0,440.6,5.7459982,3395.0,0.3026,0.2952,27.9276
AU Mic c,2.52202066,9.6,459.0,18.85969,3678.0,0.744,0.51,9.7221
TOI-1883 b,5.65,27.2,524.92,4.50638,3477.0,0.494,0.492,115.369
AU Mic d,1.02,1.053,,12.73596,3678.0,0.744,0.51,9.7221
Kepler-1038 b,3.53,12.2,285.0,148.4603382,5335.0,0.83,0.87,584.136
Kepler-563 b,3.09,9.75,546.0,22.18432708,5066.0,0.77,0.8,565.207
HD 99109 b,14.3,139.8452,,439.29999,5282.0,0.98,0.76,54.7901
Kepler-757 b,1.36,2.42,1734.0,1.022678821,6014.0,1.13,1.08,1068.68
HAT-P-34 b,13.417173,1058.3739,1520.0,5.452654,6442.0,1.53,1.392,249.325
K2-86 b,1.96,4.5,,8.77683,5482.0,0.76,0.79,258.699
Kepler-283 c,1.82,3.97,240.0,92.743711,4351.0,0.566,0.596,468.094
Kepler-534 b,2.24,5.65,721.0,15.95994513,5884.0,0.98,1.05,570.659
HD 96063 b,13.7,403.6441,,362.5,5020.0,4.75,1.37,140.065
HD 98219 b,13.4,624.21812,,433.8,4925.0,4.6,1.41,113.704
HIP 65407 b,14.3,136.03124,,28.125,5460.0,0.952252,0.93,61.7804
HD 160691 b,,1366.6621501,,645.0,5773.0,1.33,1.13,15.5981
Kepler-291 c,1.88,4.19,1035.0,5.700786,6002.0,1.016,1.023,1786.48
Kepler-42 d,0.57,0.13,450.0,1.865169,3068.0,0.17,0.13,40.0595
HIP 54373 b,2.87,8.62,,7.76,4021.0,0.564998,0.57,18.7168
HD 109246 b,13.9,273.3338,,68.27,5844.0,1.07,1.2,67.8349
HIP 5158 c,12.2,4780.1632,,9017.76,4813.0,0.754089,0.78,51.6026
HIP 57274 c,14.2,130.0,,32.03,4640.0,0.68,0.73,25.8618
HIP 71135 b,4.55,18.8,,87.19,4146.0,0.681296,0.66,32.3311
HR 8799 c,13.0,3000.0,1200.0,69000.0,7204.58,1.49338,1.5,41.2441
K2-36 b,1.43,4.3,1328.0,1.422614,4916.0,0.718,0.79,109.749
K2-369 b,1.313,2.28,,5.761612,5682.0,0.881,0.735,185.55
K2-404 b,2.53,6.94,,13.115365,3748.0,0.552,0.552,121.63
K2-409 b,2.482,6.72,,1.908084,5742.0,1.228,0.886,431.031
HATS-75 b,9.90873894,156.05374784,772.3,2.7886556,3790.4,0.5848,0.6017,194.964
K2-403 b,5.333,24.6,949.0,33.589979,5511.0,0.886,0.784,246.599
HIP 65407 c,13.9,249.17872,,67.3,5460.0,0.952252,0.93,61.7804
TOI-1272 b,4.13204907,27.0,975.0,3.31599,5065.0,0.7934,0.8772,137.572
TOI-1272 c,4.95,21.7,697.0,8.6811,5065.0,0.7934,0.8772,137.572
K2-208 b,1.67462172,3.45,1122.0,4.19097,5582.0,0.872,0.925184,256.887
TOI-2589 b,12.10569916,1112.3994245,592.0,61.6277,5579.0,1.07,0.93,200.273
GJ 687 c,4.14,16.0,,727.562,3413.0,0.4183,0.4,4.54939
Kepler-113 c,2.18,8.7,628.0,8.92507,4725.0,0.69,0.75,262.351
Kepler-1040 b,2.08,4.98,300.0,201.1214,5694.0,0.96,0.98,482.119
HD 21520 b,2.697,17.7,637.0,25.1292,5871.0,1.044,1.09,79.208
Kepler-825 b,1.53,2.96,1270.0,3.77360059,5976.0,1.08,1.03,807.85
TOI-1798.02,1.464,5.6,1935.83,0.437811822,5106.0,0.7911,0.8543,113.181
WASP-107 b,10.53646,30.5,736.0,5.7214742,4425.0,0.657,0.683,64.7414
55 Cnc b,13.9,263.9785,700.0,14.6516,5172.0,0.943,0.905,12.5855
HAT-P-50 b,14.437192,429.0705,1862.0,3.1220109,6280.0,1.698,1.273,515.458
HD 189733 b,12.66617,359.1479,1209.0,2.21857567,5052.0,0.75,0.827851,19.7638
K2-315 b,0.95,0.809,460.0,3.1443189,3300.0,0.196,0.174,56.9686
Qatar-5 b,12.408363,1373.0256,1415.0,2.8792319,5747.0,1.076,1.128,367.658
K2-46 b,2.05,4.86,889.0,19.1541,6256.0,1.29,0.96,449.237
TOI-2295 b,16.47720163,278.09985613,747.0,30.033302,5730.0,1.459,1.168,126.279
TOI-260 b,1.71,4.23,493.0,13.475853,4026.0,0.5468,0.5485,20.1852
TOI-5799 b,1.858,4.11,518.01,4.164663198,3514.0,0.343,0.327,27.8123
HAT-P-51 b,13.50682174,97.57332095,1168.2,4.21802091,5453.0,0.995,0.961,440.089
2MASS J0249-0557 c,12.4,3686.8095212,,,2859.0,0.315959,0.046,66.0613
WASP-57 b,11.76945,204.68252,1338.0,2.83891856,5600.0,0.927,0.886,398.276
WASP-14 b,15.46842,2809.6172,1872.0,2.24375,6475.0,1.4,1.62,161.997
WASP-18 b,13.89913607,3241.8497514,2429.0,0.94145223,6432.0,1.319,1.294,123.483
K2-53 b,2.6,7.27,665.0,12.20772,5263.0,0.807,0.851,138.018
K2-58 c,1.62,3.26,,2.53726,5413.0,0.86,0.89,181.746
K2-61 b,2.48,6.71,,2.57302,6293.0,1.36,1.21,405.732
WASP-104 b,12.745,404.263,1516.0,1.7554137,5475.0,0.963,1.076,185.932
KOI-1599.01,1.9,4.6,660.0,20.4415,5833.0,0.972,1.02,1131.64
K2-392 b,1.85,4.08,,15.398723,5726.0,1.058,0.841,406.985
K2-199 b,1.73,6.9,913.0,3.2253993,4491.0,0.682,0.711,107.518
WASP-10 b,12.106,1001.12,1370.0,3.0927616,4675.0,0.698,0.75,140.998
HD 73583 b,2.79,10.2,714.0,6.398042,4511.0,0.65,0.73,31.5666
HATS-77 b,13.05846252,436.69623122,828.3,3.0876262,4071.0,0.6428,0.655,436.176
TOI-2095 b,1.25,4.1,347.0,17.66484,3759.0,0.44,0.44,41.9176
TOI-2095 c,1.33,7.4,297.0,28.17232,3759.0,0.44,0.44,41.9176
LHS 1815 b,1.088,1.58,617.0,3.814334,3643.0,0.501,0.502,29.8424
GJ 367 b,0.699,0.633,1365.0,0.3219225,3522.0,0.458,0.455,9.41263
WASP-89 b,11.65736,1875.197,1120.0,3.3564227,5130.0,0.88,0.92,290.946
K2-264 b,2.231,5.61,496.0,5.840002,3660.0,0.473,0.496,185.605
Kepler-1384 b,1.94,4.42,608.0,15.36262753,4919.0,0.74,0.78,618.0
Kepler-1378 b,2.2,5.48,525.0,11.95398936,4407.0,0.67,0.7,506.434
K2-212 b,2.65,7.51,542.0,9.795647,4272.0,0.65,0.621928,109.218
WASP-71 b,13.22662,441.7837,2049.0,2.90367,6180.0,2.14325,1.559,362.715
K2-116 b,0.69,0.257,,4.655411,4348.35,0.6694,0.694512,49.3855
HD 108874 c,13.8,314.64,,1624.0,5551.0,1.091098,0.95,59.5175
IC 4651 9122 b,12.7,2002.329,,734.0,4740.1,10.267424,2.1,859.324
HD 222237 b,12.8,1649.52943233,,14892.0,4751.0,0.71,0.76,11.4469
K2-240 b,2.0,4.66,586.0,6.034,3810.0,0.54,0.58,72.9105
BD-210397 c,12.9,1525.5763536,,6240.0,4051.0,0.747,0.69,23.7324
HIP 74890 b,13.3,762.792,,822.3,4850.0,5.77,1.74,78.6562
HD 160691 c,,1398.4449908,,3947.0,5773.0,1.33,1.13,15.5981
HD 68988 b,13.4,626.1251,,6.27711,5932.0,1.19,1.28,60.8447
HD 213240 b,12.8,1655.88600047,,882.70001,5979.0,1.51,1.57,40.8707
HD 191939 c,3.195,8.0,600.0,28.579743,5348.0,0.94,0.81,53.6089
EPIC 220674823 b,1.676,7.8,2299.0,0.5713127,5578.0,0.99,0.913,244.59
Kepler-1972 b,0.802,2.02,1084.0,7.54425,5818.0,1.384,1.12,287.339
TOI-2981 b,13.4,638.0,1358.0,3.601501,5940.0,1.08,1.03,527.789
HATS-46 b,10.121727,54.98459,1054.0,4.7423729,5495.0,0.853,0.917,453.808
HIP 107773 b,13.4,629.3034,,144.3,4945.0,11.6,2.42,105.18
HIP 48714 b,5.11,22.9,,17.818,4015.5,0.595456,0.58,10.5298
EPIC 249893012 b,1.95,8.75,1616.0,3.5951,5430.0,1.71,1.05,321.296
Kepler-249 d,1.57,3.09,332.0,15.368459,3568.0,0.482,0.510238,190.401
AU Mic b,3.95677019,20.12,600.0,8.46308,3678.0,0.744,0.51,9.7221
TOI-4438 b,2.52,5.4,435.0,7.44628,3422.0,0.372,0.368,30.0346
K2-124 b,2.9,8.75,442.0,6.413651,3570.0,0.388,0.39,140.385
K2-133 c,1.603,3.2,,4.86784,3655.0,0.455,0.461,75.1703
K2-133 e,1.73,3.64,296.0,26.5841,3655.0,0.455,0.461,75.1703
HATS-12 b,7.76,759.6137,1446.0,3.142702,6357.0,1.17,1.16,746.138
K2-166 b,2.19,5.43,1140.0,8.52695,5960.0,1.61,1.16,476.882
HIP 41378 b,2.44317,6.54,912.0,15.572098,6226.0,1.35,1.14,106.289
K2-155 d,1.9,4.27,381.0,40.718,3919.0,0.58,0.65,72.7998
K2-266 d,2.93,8.9,538.3,14.697,4285.0,0.703,0.686,77.5586
Kepler-44 b,12.22,317.82,1544.0,3.2467293,5053.78,1.667384,1.08,1188.0
Kepler-63 b,6.11,120.0,791.0,9.4341505,5576.0,0.887,1.007,194.033
TOI-2580 b,17.37392009,200.23189641,2410.0,3.39775,6120.0,1.81,1.33,379.253
V1298 Tau b,10.27,203.41018048,677.0,24.1396,4941.0,1.407,1.135,108.199
K2-183 b,1.1,1.37,,0.469285,5482.0,0.87,0.942219,329.041
K2-19 b,7.0,32.4,854.0,7.9222,5322.0,0.82,0.88,289.827
HIP 116454 b,2.469,9.7,753.2,9.1004157,5048.0,0.758,0.8,62.4491
HD 99706 c,12.8,1808.4527,,1278.0,4862.0,5.4,1.72,146.6
HD 64121 b,13.2,813.64072192,,623.0,5078.0,5.44,1.64,129.966
HAT-P-53 b,14.773462,471.65972,1778.0,1.9616241,5956.0,1.209,1.093,666.802
KELT-12 b,19.95202,301.9385,1800.0,5.031623,6279.0,2.37,1.591,368.03
NGTS-1 b,14.90797,258.07796,790.0,2.647298,3916.0,0.573,0.617,218.121
NGTS-21 b,14.90794433,750.07504052,1357.0,1.5433897,4660.0,0.86,0.72,592.891
HAT-P-54 b,10.581296,241.5508,818.0,3.799847,4390.0,0.617,0.645,143.651
TOI-1180 b,3.072,10.0,638.18,9.686760378,4804.0,0.7425,0.7795,72.0238
TOI-1184 b,2.39,6.8,715.47,5.748433803,4617.0,0.6972,0.7271,58.5946
NGTS-10 b,13.506845,687.14846,1332.0,0.7668944,4600.0,0.697,0.696,324.69865036
XO-6 b,23.20263,1398.452,1577.0,3.7650007,6720.0,1.93,1.47,235.479
TOI-4137 b,13.57407563,457.67290608,1570.0,3.8016122,6202.0,1.438,1.313,334.993
NGTS-30 b,10.40193409,305.11527072,500.0,98.29838,5455.0,0.913,0.94,238.377
Qatar-10 b,17.295487,233.92288,1955.0,1.645321,6124.0,1.254,1.156,559.068
WASP-162 b,11.209,1652.716,910.0,9.62468,5300.0,1.11,0.95,310.841
WASP-164 b,12.643752,676.9779,1610.0,1.7771255,5806.0,0.932,0.946,327.506
OGLE-2012-BLG-0724L b,14.3,150.0,,,,,0.29,6700.0
KOI-94 b,1.71,10.5,1486.0,3.743208,6182.0,1.52,1.277,477.052
Kepler-1002 b,1.71,3.57,1453.0,4.336429331,6144.0,1.57,1.22,408.303
Kepler-1244 b,1.35,2.39,1839.0,3.70428172,6680.0,1.77,1.46,1075.81
Kepler-1120 b,1.38,2.48,1027.0,2.949029052,4904.0,0.74,0.78,615.231
K2-224 b,1.56,3.05,1002.0,4.47904,5620.0,0.84,0.91,275.255
K2-219 c,1.43839723,2.66,,6.66767,5753.0,1.189232,1.021545,325.4
Kepler-736 b,2.93,8.91,996.0,3.60147201,5217.0,0.81,0.86,1005.43
TOI-1744.01,2.68,7.65,778.0,22.341702927,6179.0,1.14,1.18,114.39
WASP-47 b,12.86,374.0,1275.0,4.159151,5371.0,1.156,1.04,264.78
KOBE-1 b,2.91,8.8,594.4,8.5399,4135.0,0.619,0.629,23.9718
TOI-2537 c,12.7,2297.89938261,123.1,1920.0,4870.0,0.771,0.771,184.986
TOI-4638.01,2.933,8.92,779.83,10.283918787,5700.0,0.894563,1.02,168.248
K2-223 b,0.89,0.64,2271.0,0.50557,5859.0,1.0,1.06,198.604
K2-240 c,1.8,3.89,389.0,20.523,3810.0,0.54,0.58,72.9105
K2-233 b,1.343,11.26,1121.0,2.4675,5033.0,0.71,0.79,67.5062
Kepler-1175 b,2.99,9.22,515.0,37.94563,5453.0,0.86,0.9,1121.89
HAT-P-9 b,15.614137,238.05467,1540.0,3.92281072,6350.0,1.338,1.281,455.203
HAT-P-6 b,16.58932,419.5356,1675.0,3.85298,6570.0,1.62,1.79,275.358
LTT 9779 b,4.72,29.32,1978.0,0.792052,5443.0,0.949,0.77,80.4373
Kepler-1063 b,1.49,2.83,931.0,14.07971466,5945.0,1.14,1.09,343.226
HAT-P-8 b,15.6926,406.8224,1700.0,3.07634,6200.0,1.57,1.27,211.553
EPIC 249893012 d,3.94,10.18,752.0,35.747,5430.0,1.71,1.05,321.296
ROXs 12 b,12.2,5085.0,,,3850.0,1.06627,0.87,136.65
HD 135694 b,2.857,6.1,750.83,15.923475568,5698.0,1.0726,0.913,73.8713
HD 106315 b,2.44,12.6,1153.0,9.55237,6327.0,1.29,1.07,109.353
K2-329 b,8.675766,82.6358,650.0,12.4551225,5282.0,0.885114,0.901,233.237
Kepler-1076 b,0.8,0.437,770.0,6.14727918,4868.0,0.74,0.79,199.0
L 168-9 b,1.63,4.07,998.0,1.40152604,3842.0,0.597007,0.58564,25.1496
TOI-4504 b,2.691,7.71,1234.03,2.42614,5315.0,0.92,0.89,342.605
WASP-80 b,11.197791,170.99254,825.0,3.06785234,4143.0,0.586,0.577,49.7876
TOI-1691 b,3.66,14.6,703.49,16.736888935,5642.0,1.009,0.9581,111.445
HAT-P-11 c,13.2,851.78013076,,3361.0,4653.0,0.683,0.811,37.7647
TOI-561 c,2.865,5.93,802.0,10.778838,5342.0,0.843,0.806,85.799
Kepler-1705 c,2.05,5.42,,11.28,6312.0,1.259,1.139,1633.49
Kepler-1705 b,2.03,4.47,789.0,9.03502,6312.0,1.259,1.139,1633.49
K2-99 b,11.88151954,276.51071409,1184.0,18.24783,6069.0,2.55,1.44,519.229
HAT-P-49 b,17.82231,699.226,2131.0,2.69155,6820.0,1.869004,1.543,350.351
WASP-19 b,15.86070769,366.77398168,2113.0,0.78883852,5616.0,1.006,0.965,268.325
HD 39091 b,12.3,4481.3805387,,2088.8,5998.0,1.17,1.07,18.2702
pi Men c,2.11,4.3,1169.8,6.267852,5998.0,1.17,1.07,18.2702
MOA-2013-BLG-605L b,1.62,3.24,,,,,0.024,850.0
pi Men d,3.72,13.38,,124.64,5998.0,1.19,1.07,18.2702
TOI-512 b,1.54,3.57,1009.0,7.18886,5277.0,0.89,0.74,67.3975
TOI-2015 b,3.309,9.2,530.9,3.348237,3297.0,0.3273,0.3041,47.3444
TOI-2015 c,2.93,8.91,448.0,5.582796,3297.0,0.3273,0.3041,47.3444
LTT 1445 A b,1.18,2.73,555.0,5.35876,3340.0,0.265,0.257,6.86929
TOI-677 b,13.11450742,392.20025424,1252.0,11.2365985,6295.0,1.28,1.181,141.812
TOI-1478 b,11.99360935,279.68899816,918.0,10.1802117,5597.0,1.048,0.947,152.892
TOI-2076 b,2.39,16.1,738.0,10.355235,5201.0,0.774,0.883,41.9091
TOI-2076 c,3.69441587,55.0,543.16,21.015327,5192.0,0.796,0.8557,41.9091
TOI-2076 d,3.43087751,29.0,457.68,35.125686,5192.0,0.796,0.8557,41.9091
LTT 1445 A c,1.147,1.54,508.0,3.1239035,3340.0,0.265,0.257,6.86929
TOI-1670 b,2.06,41.31769291,1062.0,10.98462,6170.0,1.316,1.21,168.067
TOI-1670 c,11.06326395,200.23189641,684.0,40.74976,6170.0,1.316,1.21,168.067
TOI-858 B b,14.06727078,349.6112477,1529.0,3.2797178,5842.0,1.308,1.081,250.489
TOI-1136 d,4.627,8.35,843.0,12.5199,5770.0,0.968,1.022,84.5362
TOI-1136 c,2.879,6.32,1062.0,6.2574,5770.0,0.968,1.022,84.5362
TOI-1136 f,3.73591482,9.7,658.0,26.321,5770.0,0.968,1.022,84.5362
TOI-1136 e,2.639,6.07,737.0,18.801,5770.0,0.968,1.022,84.5362
TOI-1453 c,2.224,2.95,819.8,6.5886982,4975.0,0.72,0.715,78.7415
TOI-1453 b,1.173,2.32,944.2,4.3135225,4975.0,0.72,0.715,78.7415
TOI-1937 A b,13.97759893,638.83509807,2097.0,0.94667944,5814.0,1.08,1.072,415.135
TOI-1136 b,1.9,3.5,1216.0,4.1727,5770.0,0.968,1.022,84.5362
TOI-1136 g,2.53,5.6,574.0,39.545,5770.0,0.968,1.022,84.5362
KMT-2019-BLG-0578L b,13.7,381.3940884,,,,,0.28,7300.0
KMT-2021-BLG-0736L b,4.86,21.0,,,,,0.6,7000.0
HR 858 d,2.001,7.1,1061.0,11.230511,6354.0,1.258,1.204,31.964
2M0437 b,13.0,1271.313628,1450.0,,3100.0,0.84,0.17,128.484
HD 110537 b,11.9,8612.83200129,,24469.67342,5718.0,1.16626,1.02,45.0858
HD 137496 b,1.31,4.04,2130.0,1.62116,5799.0,1.59,1.04,155.317
HD 3167 b,1.67,4.97,1774.0,0.959641,5261.0,0.88,0.837,47.2899
K2-253 b,12.67,,1238.0,4.00167,6027.0,1.1,1.08,876.565
EPIC 201757695.02,0.90819,0.688,,2.0478,4520.0,0.655,0.727,577.6
K2-259 b,2.32,5.99,795.0,15.48043,6059.0,1.13,1.14,416.457
GJ 1002 c,1.1,1.36,181.7,21.202,3024.0,0.137,0.12,4.84867
K2-47 b,1.89,4.23,,31.6372,5054.0,0.76,0.75,349.881
HAT-P-19 b,11.29865255,88.03846874,981.2,4.00878322,4962.0,0.773,0.807,202.078
KMT-2019-BLG-1953L b,14.1,200.0,,,,,0.31,7040.0
OGLE-2018-BLG-1212L b,9.32,63.5656814,,,,,0.16,1550.0
HD 107148 b,9.6,66.741,,48.056,5797.0,1.169193,1.12,49.4156
HD 164922 e,3.23,10.52012027,,41.763,5393.43,1.001813,0.921146,22.0016
EPIC 212737443 c,2.69,7.7,316.0,65.55,4684.0,0.673,0.69,336.25
K2-285 b,2.59,9.68,1088.9,3.471745,4975.0,0.787,0.83,154.961
Kepler-155 b,2.09,5.02,614.0,5.931194,4508.0,0.62,0.635,293.499
HD 4760 b,12.3,4417.837,,434.0,4076.0,42.4,1.05,537.873
K2-312 c,12.8,1719.45168187,,921.2,5959.0,1.22,1.18,109.86
K2-32 e,1.212,2.1,1066.0,4.34934,5271.0,0.86,0.83,157.682
K2-31 b,11.88154,563.83042,,1.25785,5280.0,0.78,0.91,110.527
HAT-P-13 c,12.3,4538.421,340.0,446.27,5653.0,1.756,1.32,246.81
Qatar-1 b,12.811887,411.27202,1418.0,1.4200242,5013.0,0.803,0.838,185.615
WASP-78 b,21.63337,352.7913,2469.7,2.17518,6100.0,2.46,1.87,754.258
KMT-2016-BLG-2364L b,13.0,1250.0,,,,,0.5,6440.0
TOI-1777.01,2.246,5.67,580.0,14.650111974,5859.45,0.983752,1.06,79.7665
TOI-1782.01,2.368,6.2,697.84,4.987641028,4336.0,0.669,0.68,95.2649
TOI-1782.02,1.839,4.04,974.95,1.829024227,4336.0,0.669,0.68,95.2649
TOI-1739 b,1.946,4.45,755.55,8.303341406,4922.0,0.751,0.79,70.9819
K2-38 b,1.655,7.7,1310.0,4.01593,5705.0,1.141,1.054,192.69
TOI-654.01,2.37126,6.22,748.54,1.5275657,3433.0,0.43,0.531219,57.7553
TOI-4562 c,12.8,1833.86990839,,3990.0,6096.0,1.152,1.192,339.605
K2-45 b,6.71,36.4,1073.56,1.7292684,4103.0,0.685548,0.682189,495.317
WASP-151 b,13.30506009,100.43377661,1312.0,4.5334775,5871.0,1.181,1.081,453.099
HD 48265 b,13.5,484.69075,,778.51,5733.0,1.901,1.312,90.5446
K2-365 b,2.906,8.78,,23.448172,5561.0,1.051,0.823,187.222
K2-368 d,1.948,4.45,,20.201085,4663.0,0.663,0.746,206.608
TOI-220 b,3.03,13.8,805.0,10.695264,5298.0,0.858,0.825,90.7402
Kepler-266 c,3.89,14.4,421.0,107.723601,5885.0,1.028,0.947,1370.79
K2-397 b,2.417,6.42,,3.572326,5387.0,0.966,0.937,199.354
TOI-4010 b,3.02,11.0,1441.0,1.348335,4960.0,0.83,0.88,177.504
TOI-4010 c,5.93,20.31,907.0,5.414654,4960.0,0.83,0.88,177.504
WASP-16 b,13.67498,394.1092,1389.0,3.1186,5700.0,1.14,1.78,194.134
HD 74698 b,5.12,23.0,,15.017,5783.0,1.333,1.039,52.0648
Kepler-247 d,3.94,14.7,530.0,20.477912,5100.0,0.768,0.887,663.711
Kepler-1000 b,4.76,20.3,473.0,120.0181272,6453.0,1.51,1.4,1115.62
Kepler-1005 b,1.5,2.86,1026.0,6.49801525,5782.0,1.06,1.0,567.806
Kepler-1085 c,3.26817741,10.7,491.0,56.7771,5816.0,1.0783,1.05,1364.53
WASP-132 d,12.8,1639.99458012,107.0,1816.6,4686.0,0.758,0.789,122.91
HD 15906 b,2.24,5.65,668.0,10.924709,4757.0,0.762,0.79,45.5621
KMT-2017-BLG-1146L b,14.0,230.0,,,,,0.33,6500.0
K2-415 b,1.015,7.5,412.4,4.0179694,3173.0,0.1965,0.1635,21.8182
EPIC 201170410.02,1.047,1.15,,6.7987,3648.0,0.282,0.287,134.0
K2-414 c,1.9287,4.38,,6.669,4343.0,0.732,0.814,260.036
K2-48 b,2.24,5.65,,20.5065,4899.0,0.73,0.77,313.764
K2-50 b,1.59,3.15,,8.7529,4326.0,0.546,0.611,257.443
HD 160691 d,3.17,10.17,900.0,9.6392,5773.0,1.33,1.13,15.5981
